	SRR1060753	SRR1060754	SRR1060755	SRR1060756	SRR1060757	SRR1060758	SRR1060759	SRR1060760	SRR1060761	SRR1060762	SRR1060763	SRR1060764	SRR1060765	SRR1060766	SRR1060767	SRR1060768	SRR1060769	SRR1060770	SRR1060771	SRR1060772	SRR1060773	SRR1060774	SRR1060775	SRR1060776	SRR1060777	SRR1060778	SRR1060779	SRR1060780	SRR1060781	SRR1060782	SRR1060783	SRR1060784	SRR1060785	SRR1060786	SRR1060787	SRR1060788	SRR1060789	SRR1060790	SRR1060791	SRR1060792	SRR1060793	SRR1060794	SRR1060795	SRR1060796	SRR1060797	SRR1060798	SRR1060799
B_cells	1.4271074382816598	3.93776259236777	11.293342873709594	11.336878674759596	2.9130373001797496	10.6047746514476	7.146336775521919	7.1873836269575895	6.7754717242279385	7.92971137395325	6.85625774234015	6.757090288114499	2.30137448087445	4.0443879082289484	11.481315157736695	12.151731604517698	3.2945504729169004	10.5044543865677	6.972227578165071	6.48800125567997	6.68199963767032	8.25007647083811	6.513743047689779	1.58580120003313	12.282452009080501	12.173612528381	12.781266801700498	3.30752578926212	10.610509470036199	6.001691631635509	6.95473001128893	7.01974677073707	7.04762631715365	6.57901708303129	7.113807265283599	1.56827433936946	12.065956226008904	12.406793964110804	12.138169206768902	3.54944207833304	10.970349354889695	6.4792695807859815	6.77737989467693	6.906470236588629	6.3500793216206475	7.463463199906602	6.141748198806541
Macrophages_M1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macrophages_M2	0.0	0.0	3.1726952292026502	0.631378654588881	0.0	0.0	0.0	0.104020162729554	0.0	0.0	0.0	0.0	0.0	0.0	2.98024735257987	0.8122389106193351	0.0	0.0	0.0	0.16951898210945401	0.0	1.43886536715158	0.0	0.0	2.6310226815380298	3.0597185526567503	0.0	0.2261137067942211	0.0	0.0	0.0	0.15725933051560498	0.0	0.0	0.613792685820195	0.0	2.36840597231473	2.4816701177981697	0.0	0.30889197771103805	0.0	0.0	0.0	0.0	0.0051803234908134295	0.0	0.0
Monocytes	7.454549128021661	11.4640613439026	5.4976184412860505	0.0	4.4104031644681205	5.24756690499796	7.8804556514257085	8.57580406190889	8.485159291668989	6.07050263870471	8.2268818232654	8.07901226105262	6.18815433302668	11.637034482016196	5.477287702421651	0.0	4.3770160727971295	4.6361553473264605	7.8949524416982495	8.427989943699291	7.588236720167188	4.214300667318319	8.520640168709201	2.13351139546669	1.9827565073536297	3.82955876302824	0.0	1.3090149577564498	3.385804910884	3.7820289279098898	3.74321032790125	4.356303913002299	2.98294971685568	5.05470161146697	2.60202792745539	2.28666037879459	1.24269367989026	3.3521536429657988	0.0	1.23880093339729	2.6690743813667597	3.90467924524346	4.17354953534457	5.0443960522219005	3.9737965758708502	5.3526560440453705	2.9250851971727503
Neutrophils	81.96030948750709	73.49243372103909	41.807981270451286	49.6834704985761	88.87577297057501	48.8770617275789	65.05996528652871	56.968024325988715	66.4680805722321	56.256309117806104	64.5555045166432	64.5878222408544	80.68190794266259	73.7675706593417	41.598295713204	48.1147790688244	87.92956635827768	49.269229811179706	65.2033390214859	58.504910643343294	67.56566360862809	57.69725959144471	64.7012686276064	88.27154780955408	47.66614235153279	44.3955319350721	54.418048399109495	89.57803025883881	52.730136194604704	74.9847664564577	72.42801838078691	72.3439888525545	72.77977152543909	71.06062298054209	73.75458873300109	88.4724780963686	45.64514403597821	45.405711916163995	54.0878297907718	89.69749250255371	52.0188900632195	74.76041347705481	72.54792620688029	73.36311408347142	72.08683809042641	70.34120433344351	74.8755375393067
NK_cells	1.94478008089024	1.34736070454921	4.61074485388476	1.04638897841592	0.0	4.63056723982186	1.7449870442640398	1.57074930640306	1.6180607859546003	1.7348026359609798	1.77391025940815	1.69636766797366	1.8813615624656004	1.4810521926209501	4.9192904714261205	1.62450717597283	0.0	5.004058270463441	1.75183239679461	1.1724875849302798	1.9077820344698095	1.18732437347515	1.79270151129768	2.3982990612656296	7.058872042723589	7.07146217727759	2.68505257458399	0.5630931771212121	5.88990379602287	2.90245273285478	2.46205847187393	2.3611345637787005	2.3771867152686603	2.5426548403822498	2.8346596086547597	2.7554456323821603	7.285824491884759	7.5772709169327905	2.72443096484181	0.617811718078059	5.694674049524441	2.9614156596423102	2.54609669882424	2.7069608691149103	2.20087933556853	2.2460710518529	3.0191201124340896
T_helpers	0.0	0.247682746994709	0.0	17.2952219922158	0.0	14.9038449777995	6.5324338813467895	10.3424801789478	4.51759528162331	15.084560390216101	7.02472937653124	7.219100318362869	0.0	0.227621895559863	0.0	19.499243034612693	0.0	14.945895241475801	6.376036278569731	10.9150287445836	4.32156224596981	12.587510512595001	6.998002500868781	0.0	0.0	0.348691172058301	12.4276578019321	0.0143388015993012	11.267383074762002	2.1969706397203503	3.85176348805448	4.102522438623629	3.4556445142476298	3.28288680092964	3.1298538944940604	0.0	2.5230753303997298	0.0	12.3537574039959	0.0292823071037887	13.022915306755399	1.9065238019455302	4.925927169311941	1.10810626632834	3.69069849329564	3.00530178306985	2.5835259037697598
CD8_T_cells	7.213253865299329	8.07468592159624	33.617617331465695	18.2012520399138	3.80078656477709	13.128797192229904	11.6358213609128	14.542227984913001	12.135632344293	11.435908480253598	11.5083371023384	11.576644331525399	8.699391152216402	7.8003229018704685	33.54356360263161	15.523086834265099	4.39886709600829	12.3600170926617	11.8016122832864	13.5141578761761	11.934755753094802	14.0752487421491	11.419969459503601	5.61084053368047	28.378754407771396	29.121424871526003	15.6432949728161	5.00188330862788	13.7436835982545	10.132089611421804	10.560219320094502	9.65904413078816	11.3568212110352	11.480116683647699	9.95126988529092	4.9171415530852105	28.868900263523397	28.7763994420284	16.3706827575581	4.55827848282305	12.5502710478337	9.98769823532791	8.95407091163167	10.870952492274801	11.600403950165493	11.591303587681802	10.4549830485101
Tregs	0.0	0.0	0.0	1.80540916152996	0.0	1.44762675234447	0.0	0.7093103521513991	0.0	1.48820536310532	0.05437917947345058	0.08396289211661219	0.0	0.0	0.0	2.2744133711879297	0.0	1.53893470932778	0.0	0.8079049694781401	0.0	0.549414275028145	0.0536746843244638	0.0	0.0	0.0	2.0446794498576497	0.0	1.3479701623110498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3251298760635097	0.0	2.06162293387319	0.0	0.0750495833303551	0.0	0.0921239095615984	0.0	0.0
Dendritic_cells	0.0	1.43601296955036	0.0	0.0	0.0	1.1597605537798799	0.0	0.0	0.0	0.0	0.0	0.0	0.24781052875429804	1.04200996036188	0.0	0.0	0.0	1.74125514099753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02460879312473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0122028625373498	0.0	0.0	0.0	0.0	0.0	0.0
