	SRR1060753	SRR1060754	SRR1060755	SRR1060756	SRR1060757	SRR1060758	SRR1060759	SRR1060760	SRR1060761	SRR1060762	SRR1060763	SRR1060764	SRR1060765	SRR1060766	SRR1060767	SRR1060768	SRR1060769	SRR1060770	SRR1060771	SRR1060772	SRR1060773	SRR1060774	SRR1060775	SRR1060776	SRR1060777	SRR1060778	SRR1060779	SRR1060780	SRR1060781	SRR1060782	SRR1060783	SRR1060784	SRR1060785	SRR1060786	SRR1060787	SRR1060788	SRR1060789	SRR1060790	SRR1060791	SRR1060792	SRR1060793	SRR1060794	SRR1060795	SRR1060796	SRR1060797	SRR1060798	SRR1060799
NK cells resting	0.565755055791094	0.62554879827926	0.678170570050434	0.6045073194595401	0.30097004351017603	0.868192690755353	0.6558074604533249	0.537271752427028	0.670777197457361	0.533003761976133	0.618449464635521	0.633448115986448	0.531653856774939	0.665608545326309	0.7550054049611451	0.514371886499701	0.332571157224975	0.9192763229948159	0.687321666663074	0.60772853750849	0.6951371084606801	0.6894811127159249	0.6853309503508841	0.8774476799966151	0.980958212841022	0.8353069732900981	0.802549529766159	0.485287960880305	1.07624985056226	0.813783535721875	0.7329428735004179	0.720287569229536	0.6893813702300321	0.661778089195264	0.8472925400057758	0.8743769464932829	1.00418762996144	0.935538613049845	0.765863976055734	0.44723147592025303	1.02831370009003	0.6646667339390561	0.7576349674008609	0.6960037017981779	0.698076805874329	0.6698987119383921	0.7844035194787801
NK cells activated	0.0597468765907412	0.0	0.0608592705883541	0.0529831176376073	0.0	0.0333991659013824	0.0	0.0	0.0	0.0	0.0	0.0	0.0842951718517777	0.0	0.025523433315935	0.11522399569039501	0.0	0.00751324754668975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Monocytes	0.9290344202100099	1.40716829079028	1.0506452910014101	0.737403093695893	0.893327417314239	0.9621747716548872	0.8613359544434741	0.9330259667845879	0.8160845120846221	1.03545778908365	0.802994755782381	0.7575073096537709	0.758847678522269	1.3153070987575601	1.0179389864660602	0.76631657499198	0.875202177708447	1.01806150305009	0.806864849139149	0.7904619511279442	0.890989048094895	1.25063666927248	0.7683857443536469	0.856274533562954	1.00190824051025	1.04991305857	0.9241121601309119	0.969783559057168	0.9424460028561972	0.8434193480158622	0.8520358816560178	0.83084491661596	0.9636788118659592	0.916014170418597	0.8725418550775771	0.975705396795112	1.02222286989258	1.03359844459657	0.9068407528274092	0.957078424635806	1.00669436609072	1.01812481702052	0.9246470600806179	0.9407583171689041	0.9241094811917192	0.8341014326870642	1.04610095793625
Macrophages M0	0.181725456054245	0.0954844260172104	0.0	0.0	0.18873909265697505	0.0	0.13919149098168399	0.13563824289836002	0.152599529363096	0.0888573002871951	0.168080683597589	0.150929878487741	0.16243994433054199	0.14037636604766598	0.0	0.0	0.16285406781786702	0.0	0.131380885575004	0.106797536370726	0.164905369744439	0.112204575709932	0.148693260368661	0.277549952113884	0.0	0.0	0.0	0.185200668833976	0.0	0.14454723871092906	0.19556765738291	0.20602804847542008	0.168479137680939	0.126135270558618	0.17867346896323005	0.27228978530685605	0.0	0.0	0.003050316765174989	0.17875306764307	0.000540592950360166	0.25159449953963703	0.0765718738809947	0.200156532069721	0.12530073931116198	0.184669568556728	0.19599419825457892
Macrophages_M1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macrophages_M2	0.0	0.0	0.0	0.0	0.0	0.0127597651108182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00231300261687811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dendritic cells resting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dendritic cells activated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046221073494172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000193307880681647	0.0	0.0	0.00229029625791294	0.0	0.0	0.0	0.0	0.0	0.0
Mast cells resting	0.12880159541878095	0.105143259541219	0.0305997957296452	0.0711695138434009	0.0889074612832346	0.145735219763482	0.0270126471113995	0.0359235795274425	0.0276744408793323	0.0909335983671205	0.0278904794829635	0.0158113435069212	0.11380544338225301	0.0921960114398362	0.0427875200933275	0.0491730582455086	0.0933814134011115	0.052132037010955	0.0201802750538629	0.0388648042026282	0.0289201348858356	0.0	0.0285840162951142	0.0750954073703927	0.0	0.0295783629257728	0.046591137954753	0.0464121698246118	0.0786267703135294	0.0467637472440216	0.04370544437318	0.0602024470054049	0.0171769607136424	0.0665860031600255	0.00877701082771037	0.0605873144381809	0.00170502527290631	0.00425076750082945	0.10352074377597699	0.0576258434779022	0.0673462945027981	0.0171265150950162	0.0234713133453231	0.0500525987548598	0.059388373396778014	0.0409203758804826	0.0109490564489762
Mast cells activated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eosinophils	0.0	0.0	0.0	0.0	0.0	0.0818181950553427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0395931475878757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588716601602757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0629305321259192	0.0	0.0	0.0	0.0	0.0	0.0
Neutrophils	2.61861369380965	1.72907846050107	1.02777263519998	1.34860027135489	2.99062165480203	1.5923324910048702	1.9241391873590001	1.72717633371631	1.8475480319369701	1.77706066470696	1.9533333642422896	1.98619132464822	2.80269925219165	1.76689030722242	1.01588173963059	1.42121360398137	3.03218777211756	1.5382229292251202	1.8862072390765	1.72941263115565	1.7915291698087001	1.6969562226819301	2.03685540708535	2.72886098041886	1.2958804444599	1.30723451426889	1.53527299423768	3.13296674697217	1.6280797669368798	2.23922958082869	2.1308405325054	1.9944513110575104	2.15578010566723	2.1491089693990504	2.2038451295756496	2.63042631549214	1.22245100695224	1.29624552867004	1.5312320014880705	3.25877708395678	1.67481275921357	2.01626796413496	2.15365670100557	2.01045385209205	2.1873070002337	2.07449182014081	2.0648700032617
P-value	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Correlation	0.905908507263269	0.883625301117136	0.8668205447220669	0.881841389549578	0.880075443448585	0.8838672458019521	0.875226208412278	0.882203310004105	0.8715955706189041	0.884204885537106	0.8759205622243281	0.8715892896209909	0.903810162358523	0.878552214742783	0.86544795043881	0.8843055619661491	0.876574023953055	0.888310716902977	0.8687670750938392	0.875928526025721	0.8705878419265358	0.8778884434753279	0.8749396421666109	0.895311031660068	0.8794801042703929	0.892903834021693	0.900984669433126	0.892851243692853	0.894841366715434	0.8902020966366999	0.893259021706244	0.88639528737174	0.891338738472339	0.8933525115159141	0.8925798567465691	0.8960591410078029	0.8771637535231871	0.8919887385279951	0.899901785025509	0.8966133149666999	0.9017939433900708	0.893110247649519	0.8928439097115329	0.887956890828135	0.8907917678153979	0.8906440391110171	0.896461509912145
RMSE	0.47095552936848106	0.5360039195657671	0.590895272453621	0.574447234186176	0.49633854491525503	0.562258641577497	0.5485107792021521	0.5437831838836921	0.557644198955239	0.541218405657963	0.548895334194499	0.548087912082596	0.465390879453757	0.5410921498123421	0.592486272099974	0.5684302380666441	0.4994135831528971	0.5585910730793371	0.557262932465526	0.550596859794609	0.560550725679499	0.5476921884112189	0.540871830124416	0.494453884860299	0.563599674619568	0.5545640497251129	0.55260313009199	0.475809826966615	0.5518963323887071	0.522830944533634	0.527911628774824	0.5426537601111371	0.524223106105662	0.521639267541834	0.5233908150847421	0.496859194715145	0.568305174232347	0.5523913029763411	0.5568301939615171	0.46411877149083597	0.54156119092075	0.531852837587851	0.52305129583725	0.536775907022521	0.526981974322237	0.530470587739766	0.5251399973297779
Absolute score (sig.score)	5.65147185679271	5.17429198467835	5.24090191605917	5.09065007697173	5.807893077463829	5.40131685587886	5.31363465241354	4.89441932240711	5.317935537619519	5.11689082716686	5.29402020838321	5.23789476404463	5.62111369737152	5.16655050160235	5.241926563764401	5.08067100352813	5.77650734349664	5.3891548859899405	5.272604028562321	4.8615059415097805	5.284357950600031	5.13663443004095	5.25985504121623	6.12644088386289	5.55494898180584	5.46388078994873	5.588080332905919	6.07968282642545	5.63718357175773	5.73762747008138	5.682192966939	5.62821582342181	5.68410205823822	5.6013164820936705	5.79349667504382	6.12664385662012	5.514296968231701	5.442627514506249	5.57876438189402	6.08211505592325	5.6435076988200095	5.70717339851064	5.6563806152075395	5.6000913031414195	5.7009488274937485	5.60917605483413	5.789635070036581
B_cells	0.1130546410339825	0.1743898867908859	0.3344142966223081	0.5057661949351859	0.2310721758077575	0.32260936013850106	0.2622834953472948	0.2906937764468499	0.2687183982949849	0.22539322482371935	0.3211876559523906	0.2296885213275587	0.12186139769062895	0.1511522680273431	0.3459598893190525	0.539290715855842	0.2281684652032808	0.462051060637366	0.2865449553501839	0.23635896064427894	0.2376080996993863	0.2260233549623848	0.2548382142374483	0.11417254923605458	0.3159835768087411	0.3317602356292661	0.484603510148477	0.2371991448879645	0.35677663745560106	0.2583199251932728	0.33034606967241703	0.292460947642343	0.3070650812921315	0.2799105813454459	0.34990557419277696	0.1001561265538996	0.3488240067042597	0.3155418430082447	0.4430292092598399	0.2300804030396833	0.30945303999752555	0.2876502878635513	0.32673352373447795	0.3124870035927606	0.37766111032298	0.2967914874062405	0.2866135372400265
CD4_T_cells	0.19445295104116808	0.3415827763254133	0.41583401101894496	0.580638242529013	0.5910104274405064	0.5433987572930941	0.4524701656217007	0.4670129316624739	0.4714345883244569	0.420573100965729	0.4353944810930437	0.4847683288744946	0.229306911442292	0.4208142796638868	0.410807506830443	0.554975132231884	0.6172133285631489	0.5622072201471868	0.44736498095871396	0.462026346513357	0.556471187197583	0.6075168989345493	0.3141484739354084	0.448021488991328	0.2711267944438278	0.3200136290470269	0.7375637724815298	0.6278085442724799	0.7645925970968448	0.6196454237580455	0.6701718846092093	0.7006104925271115	0.5185750374231074	0.5334335369188353	0.5565002731570435	0.4974307704291979	0.2705612447932805	0.3091682922962334	0.8640183548825141	0.5591860206524518	0.8213866758282973	0.6608695321547373	0.6054216729162339	0.4941181740884034	0.6050437889921725	0.4620461531344074	0.5447300074169537
T_cells	1.054740117884205	1.0374788627584262	2.0584400568670453	1.770220566045213	1.1142552320894203	1.3822951964942278	1.4438644167173709	1.2346896706065371	1.5345334276031568	1.366184487922085	1.4020838046900748	1.4643182704339728	1.0455109526274609	1.035019904781214	2.0365165873614233	1.675081168263334	1.052142290023399	1.3523046379370312	1.4541041577045442	1.3518815205000665	1.4752690199060932	1.161332494698304	1.3371674485251182	1.1970397811641278	1.9555963998364976	1.9100876452647069	1.79495100066794	1.0228325759692471	1.4961328834729908	1.3915640943667265	1.3967545078486483	1.5239405833956363	1.3825405907882813	1.4017833980166772	1.3324610964010994	1.213101971540653	1.9149064294482705	1.8572590098000332	1.825227381721817	0.9525687572497588	1.491126117591176	1.4517425809179023	1.393665175759694	1.3901792976649443	1.329105317163083	1.5083026582244072	1.4007037974162746
NK_cells	0.6255019323818352	0.62554879827926	0.7390298406387881	0.6574904370971474	0.30097004351017603	0.9015918566567354	0.6558074604533249	0.537271752427028	0.670777197457361	0.533003761976133	0.618449464635521	0.633448115986448	0.6159490286267167	0.665608545326309	0.7805288382770801	0.6295958821900961	0.332571157224975	0.9267895705415056	0.687321666663074	0.60772853750849	0.6951371084606801	0.6894811127159249	0.6853309503508841	0.8774476799966151	0.980958212841022	0.8353069732900981	0.802549529766159	0.485287960880305	1.07624985056226	0.813783535721875	0.7329428735004179	0.720287569229536	0.6893813702300321	0.661778089195264	0.8472925400057758	0.8743769464932829	1.00418762996144	0.935538613049845	0.765863976055734	0.44723147592025303	1.02831370009003	0.6646667339390561	0.7576349674008609	0.6960037017981779	0.698076805874329	0.6698987119383921	0.7844035194787801
Macrophages	0.181725456054245	0.0954844260172104	0.0	0.0	0.18873909265697505	0.0127597651108182	0.13919149098168399	0.13563824289836002	0.152599529363096	0.0888573002871951	0.168080683597589	0.150929878487741	0.16243994433054199	0.14037636604766598	0.00231300261687811	0.0	0.16285406781786702	0.0	0.131380885575004	0.106797536370726	0.164905369744439	0.112204575709932	0.148693260368661	0.277549952113884	0.0	0.0	0.0	0.185200668833976	0.0	0.14454723871092906	0.19556765738291	0.20602804847542008	0.168479137680939	0.126135270558618	0.17867346896323005	0.27228978530685605	0.0	0.0	0.003050316765174989	0.17875306764307	0.000540592950360166	0.25159449953963703	0.0765718738809947	0.200156532069721	0.12530073931116198	0.184669568556728	0.19599419825457892
Dendritic_cells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046221073494172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000193307880681647	0.0	0.0	0.00229029625791294	0.0	0.0	0.0	0.0	0.0	0.0
Mast_cells	0.12880159541878095	0.105143259541219	0.0305997957296452	0.0711695138434009	0.0889074612832346	0.145735219763482	0.0270126471113995	0.0359235795274425	0.0276744408793323	0.0909335983671205	0.0278904794829635	0.0158113435069212	0.11380544338225301	0.0921960114398362	0.0427875200933275	0.0491730582455086	0.0933814134011115	0.052132037010955	0.0201802750538629	0.0388648042026282	0.0289201348858356	0.0	0.0285840162951142	0.0750954073703927	0.0	0.0295783629257728	0.046591137954753	0.0464121698246118	0.0786267703135294	0.0467637472440216	0.04370544437318	0.0602024470054049	0.0171769607136424	0.0665860031600255	0.00877701082771037	0.0605873144381809	0.00170502527290631	0.00425076750082945	0.10352074377597699	0.0576258434779022	0.0673462945027981	0.0171265150950162	0.0234713133453231	0.0500525987548598	0.059388373396778014	0.0409203758804826	0.0109490564489762
Non_plasma_B_cells	0.0783841757949455	0.12971593798080902	0.2619189580500866	0.3966719282557379	0.1332503885278996	0.2239265804181351	0.17553388144127158	0.20181068992633	0.180776405796482	0.219968589380793	0.2097088566971116	0.1414439287462208	0.08489757928976015	0.1087388007014332	0.271784373816974	0.40831813138587497	0.14128051375083212	0.307322987197164	0.2006843754021189	0.128473666353331	0.1598856852797133	0.22278180079155105	0.1596372311439288	0.07167287508759967	0.2624915962499137	0.2818654022235643	0.357505731052979	0.139803711258227	0.2420910245792961	0.1877438037824693	0.22700752282316	0.2135070731292703	0.2116875427264939	0.20842006688204007	0.242758141024446	0.0683526923773489	0.28691954039559303	0.2743362579890215	0.3679100119029736	0.1306112230193143	0.2381407200308009	0.21029226927866396	0.21822226564434294	0.21546255623578908	0.268638187898769	0.2096858358929881	0.18390974455752548
Lymphocytes	1.7932966913000228	1.837417547828572	3.131884194128141	2.9334771980775467	1.6462974514073538	2.606496413289464	2.3619553725179907	2.0626551994804148	2.4740290233555027	2.1245814747219374	2.3417209252779863	2.32745490774798	1.7833213789448066	1.851780718134866	3.1630053149575548	2.843967766309272	1.612881912451655	2.7411452691159024	2.4279707797178016	2.195969018652835	2.4080142280661594	2.0768369623766136	2.2773366131134507	2.1886600103967977	3.252538189486261	3.0771548541840708	3.0821040405825766	1.7453196817375165	2.929159371490852	2.4636675552818743	2.4600434510214835	2.536689100267516	2.378987042310445	2.3434720685573867	2.529659210599652	2.187635044587836	3.26791806611397	3.108339465858123	3.034120567037391	1.6298806362096951	2.8288928576787318	2.4040596027205097	2.478033666895033	2.3986700030558827	2.4048432333603924	2.47499285756904	2.471720854135081
Other	94.34852814320729	94.82570801532164	94.75909808394086	94.90934992302827	94.19210692253617	94.59868314412113	94.68636534758645	95.10558067759287	94.68206446238048	94.88310917283314	94.70597979161678	94.76210523595535	94.37888630262847	94.83344949839766	94.7580734362356	94.91932899647188	94.22349265650335	94.61084511401006	94.72739597143769	95.1384940584902	94.71564204939995	94.86336556995904	94.74014495878376	93.87355911613712	94.44505101819418	94.53611921005128	94.41191966709408	93.92031717357456	94.36281642824228	94.26237252991864	94.31780703306102	94.3717841765782	94.3158979417618	94.3986835179063	94.20650332495615	93.87335614337988	94.48570303176832	94.55737248549377	94.42123561810598	93.91788494407676	94.35649230117998	94.29282660148935	94.34361938479246	94.3999086968586	94.29905117250624	94.39082394516588	94.21036492996342
