	W070517001156	W070517001157	W070517001159	W070517001160	W070517001161	W070517001162	W070517102034	W070517102035	W070517102036	W070517102037	W070517102038	W070517102051
NK cells activated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Monocytes	23.6565598219336	13.653423663253902	15.6105907217627	24.80280736209389	40.5139537260823	12.914618142634803	12.622580965689002	5.9384758414285015	17.366954705885398	16.538838161806304	15.262948495897	24.6842795024092
Macrophages M0	0.0	1.8305585372059399	0.0	0.0	0.115562931879751	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macrophages_M1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macrophages_M2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4850352024347229	0.0	0.0	0.0	0.0
Dendritic cells resting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027363458824169504	0.0	0.0	0.0	0.0
Dendritic cells activated	0.532635085484703	0.0	0.00446346210580809	0.0	0.060261702032466	0.5095241218688701	0.0592592886759169	1.12019250944325	0.09651831354397099	0.143993762251142	0.0621185074624309	0.468128942944415
Mast cells resting	0.0	0.0	0.0	0.43841177121418895	0.0	0.0	0.20778320394325503	0.0	0.0	0.0	0.0	0.0
Mast cells activated	0.0	0.0	0.0	0.0	1.1673455937196602	0.0877552915059913	0.0	0.0	0.8611596140096299	1.43181269740076	0.50266123557733	0.0
Eosinophils	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neutrophils	49.9276908447629	37.5573947454005	50.59271469283679	30.1085823320608	15.678257244537306	29.663547286027093	37.5092966893716	50.8292981648674	36.56797177930729	16.247087153298303	25.834197748054105	33.7609407998033
P-value	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Correlation	68.75036016387118	61.027707750092894	70.92572353811508	63.5261746213122	58.09295956379682	58.60598881133039	70.3797867645508	72.70444515962122	69.97410477264921	59.92515486283701	60.4317194502077	63.3805131171371
RMSE	73.01761415992709	79.176151616847	70.6270191042255	77.33094822739109	81.41926589883359	81.03879416712891	71.6203747116254	68.7694762169953	71.96959002530203	80.70087541871159	79.90638569712858	77.34514568424349
T_cells	18.17103706412381	31.06019175891367	17.159166250939048	33.429226277041714	29.589037677571678	40.61014365144617	35.68811782694765	28.009947130900606	32.19752224286007	41.67833087378235	36.076130571529	25.792318836318024
Macrophages	0.0	1.8305585372059399	0.0	0.0	0.115562931879751	0.0	0.0	0.4850352024347229	0.0	0.0	0.0	0.0
NK_cells	3.43682455012782	6.206612536284321	7.633175241278678	3.90320357412533	8.992616235767903	7.7083998172232375	2.91918297435763	4.5188121814340185	4.79088695276287	6.396653351623731	3.4002308106335497	9.035844205874868
Dendritic_cells	0.532635085484703	0.0	0.00446346210580809	0.0	0.060261702032466	0.5095241218688701	0.0592592886759169	1.1475559682674197	0.09651831354397099	0.143993762251142	0.0621185074624309	0.468128942944415
Mast_cells	0.0	0.0	0.0	0.43841177121418895	1.1673455937196602	0.0877552915059913	0.20778320394325503	0.0	0.8611596140096299	1.43181269740076	0.50266123557733	0.0
B_cells	4.27525263356718	9.69181875894169	8.999889631077034	7.317768683464081	3.8829648884090333	8.506011689293874	10.993779051014938	9.0708755106673	8.118986391630678	17.56328399983738	18.86171263084659	6.258487712650221
CD4_T_cells	17.374067571443195	29.192955848449806	17.159166250939048	31.86514263363297	16.481450646990982	35.17356668369318	31.4017954563412	25.946608352466626	24.683186280195518	33.21939003921489	32.005871363271915	25.792318836318024
Lymphocytes	25.88311424781881	46.95862305413968	33.79223112329476	44.650198534631116	42.46461880174862	56.82455515796329	49.601079852320225	41.59963482300192	45.107395587253606	65.63826822524345	58.33807401300914	41.08665075484311
Non_plasma_B_cells	4.03257630388189	8.16630979839417	8.378961612423659	5.974772622086902	3.0064723843968126	5.427882562167903	9.57737787309072	6.85587603625126	7.557888676199639	15.789304984010824	17.16263834073774	4.67189812839225
