	lymph_node_20	lymph_node_25	lymph_node_26	lymph_node_28	lymph_node_5	primary_10	primary_12	primary_13	primary_16	primary_17	primary_18	primary_20	primary_22	primary_23	primary_24	primary_25	primary_26	primary_28	primary_5	primary_6	primary_7	primary_8
CD4_T_cells	0.0	22.068965517241374	0.3508771929824561	0.8230452674897121	0.0	2.2988505747126435	48.630136986301366	9.75609756097561	31.578947368421048	13.4375	22.97297297297297	0.0	0.0	47.058823529411754	0.8130081300813009	11.325301204819276	1.5873015873015872	0.0	5.7142857142857135	0.0	0.0	18.811881188118807
CD8_T_cells_PD1_high	0.0	0.0	0.0	0.0	0.0	0.0	25.34246575342466	0.0	3.8596491228070176	12.34375	11.936936936936936	0.0	0.0	45.09803921568629	0.0	1.4457831325301205	0.0	0.0	5.238095238095238	0.0	0.0	0.0
CD8_T_cells_PD1_low	0.0	4.137931034482759	0.0	0.0	0.0	1.1494252873563218	22.602739726027394	3.6585365853658534	16.666666666666664	10.78125	11.486486486486488	0.0	0.0	7.84313725490196	0.0	9.156626506024097	0.7936507936507936	0.0	2.380952380952381	0.0	0.0	0.99009900990099
Dendritic_cells	0.0	0.6896551724137931	0.7017543859649122	0.0	0.0	0.0	0.0	36.58536585365854	1.2280701754385963	0.0	0.0	0.0	0.5076142131979695	0.0	0.0	1.6867469879518069	0.7936507936507936	0.0	0.0	0.0	0.0	0.0
Endothelium	0.0	0.0	0.0	2.8806584362139915	36.36363636363637	9.195402298850574	0.0	3.6585365853658534	7.5438596491228065	2.65625	4.0540540540540535	0.2985074626865672	0.5076142131979695	0.0	0.8130081300813009	0.2409638554216868	0.0	3.867403314917127	5.238095238095238	18.97810218978102	0.0	26.73267326732673
Fibroblasts	0.0	3.103448275862069	3.1578947368421053	10.2880658436214	1.2987012987012987	27.58620689655172	0.0	10.975609756097562	8.245614035087721	5.78125	7.882882882882883	0.8955223880597015	4.568527918781727	0.0	53.65853658536586	17.83132530120482	14.285714285714285	43.92265193370166	17.142857142857142	29.56204379562044	14.285714285714285	24.752475247524753
Macrophages	0.0	0.6896551724137931	1.0526315789473684	0.411522633744856	0.0	0.0	0.0	3.6585365853658534	1.4035087719298245	0.3125	1.5765765765765765	0.0	0.0	0.0	1.6260162601626018	0.2409638554216868	0.0	0.2762430939226519	27.619047619047624	2.18978102189781	0.0	0.99009900990099
Mast_cells	0.0	1.0344827586206895	0.0	0.411522633744856	1.2987012987012987	1.1494252873563218	0.0	6.097560975609754	4.2105263157894735	1.09375	2.7027027027027017	0.0	11.167512690355327	0.0	15.447154471544714	2.409638554216868	0.7936507936507936	0.0	1.9047619047619049	0.36496350364963503	0.0	1.98019801980198
Myocytes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17543859649122806	0.0	0.2252252252252253	0.0	0.0	0.0	0.0	1.9277108433734944	0.0	2.4861878453038675	0.0	0.0	0.0	0.0
Myofibroblasts	0.29239766081871343	33.10344827586207	20.350877192982455	33.744855967078195	16.233766233766232	2.2988505747126435	0.6849315068493149	4.878048780487805	14.736842105263154	0.9375	3.3783783783783785	2.985074626865672	22.84263959390863	0.0	22.76422764227642	20.96385542168675	36.507936507936506	38.12154696132597	2.8571428571428568	2.554744525547445	0.0	6.930693069306932
Non_plasma_B_cells	0.0	0.3448275862068966	0.3508771929824561	0.8230452674897121	0.0	4.597701149425287	0.0	3.6585365853658534	0.5263157894736842	0.0	0.2252252252252253	0.0	0.0	0.0	0.0	0.4819277108433736	0.0	0.0	0.0	0.0	0.0	15.84158415841584
Plasma_B_cells	0.0	8.965517241379311	0.3508771929824561	10.699588477366255	2.5974025974025974	50.57471264367817	0.0	8.536585365853659	0.0	1.09375	2.0270270270270268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4598540145985401	0.0	2.9702970297029703
Tregs	0.0	3.103448275862069	0.3508771929824561	0.411522633744856	0.0	0.0	19.863013698630137	3.6585365853658534	19.12280701754386	5.9375	9.684684684684683	0.0	0.0	31.37254901960784	0.0	4.578313253012048	0.7936507936507936	0.0	3.333333333333333	0.0	0.0	0.99009900990099
Tumor	99.70760233918129	25.86206896551724	73.68421052631578	39.91769547325103	42.2077922077922	1.1494252873563218	2.73972602739726	8.536585365853659	9.824561403508772	51.5625	31.53153153153153	95.82089552238806	60.40609137055839	0.0	4.878048780487805	32.28915662650602	45.23809523809525	11.325966850828733	31.90476190476189	44.8905109489051	85.71428571428571	0.0
CD8_T_cells	0.0	4.137931034482759	0.0	0.0	0.0	1.1494252873563218	47.94520547945206	3.6585365853658534	20.526315789473685	23.125	23.423423423423422	0.0	0.0	52.941176470588246	0.0	10.602409638554217	0.7936507936507936	0.0	7.6190476190476195	0.0	0.0	0.99009900990099
T_cells	0.0	26.206896551724128	0.3508771929824561	0.8230452674897121	0.0	3.4482758620689653	96.57534246575342	13.414634146341465	52.105263157894726	36.5625	46.3963963963964	0.0	0.0	100.0	0.8130081300813009	21.927710843373493	2.380952380952381	0.0	13.333333333333336	0.0	0.0	19.801980198019802
B_cells	0.0	9.310344827586208	0.7017543859649122	11.522633744855964	2.5974025974025974	55.17241379310346	0.0	12.195121951219509	0.5263157894736842	1.09375	2.2522522522522523	0.0	0.0	0.0	0.0	0.4819277108433736	0.0	0.0	0.0	1.4598540145985401	0.0	18.811881188118807
Other	100.0	59.6551724137931	94.73684210526315	73.66255144032922	58.441558441558435	3.4482758620689653	3.4246575342465766	50.0	25.964912280701753	52.5	35.13513513513513	98.80597014925371	83.75634517766498	0.0	27.64227642276423	56.86746987951808	82.53968253968253	51.93370165745856	34.76190476190476	47.44525547445257	85.71428571428571	6.930693069306932
Lymphocytes	0.0	35.51724137931033	1.0526315789473684	12.345679012345679	2.5974025974025974	58.620689655172406	96.57534246575342	25.609756097560968	52.631578947368425	37.65625	48.64864864864865	0.0	0.0	100.0	0.8130081300813009	22.40963855421688	2.380952380952381	0.0	13.333333333333336	1.4598540145985401	0.0	38.613861386138616
T_helpers	0.0	18.965517241379303	0.0	0.411522633744856	0.0	2.2988505747126435	28.767123287671232	6.097560975609755	12.456140350877186	7.5	13.288288288288285	0.0	0.0	15.686274509803916	0.8130081300813009	6.746987951807228	0.7936507936507936	0.0	2.3809523809523805	0.0	0.0	17.821782178217816
